,Tên hãng xe,Năm sản xuất,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
8402,Kia,2019,TP HCM,Cũ,49000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Kem,7,5,FWD,Dầu,2.2,816.0
22424,Toyota,2019,TP HCM,Cũ,70000.0,Lắp ráp trong nước,Crossover,Số tự động,Bạc,Nâu,8,5,RFD,Xăng,2.0,650.0
10074,Kia,2018,TP HCM,Cũ,70000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Kem,7,5,FWD,Dầu,2.2,735.0
9550,Kia,2019,Phú Thọ,Cũ,78000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Kem,5,5,FWD,Xăng,1.25,330.0
12771,Mazda,2022,Hà Nội,Cũ,12000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,620.0
6679,Hyundai,2024,Cần Thơ,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đỏ,7,5,AWD,Dầu,2.2,1529.0
21658,Toyota,2010,Hà Nội,Cũ,10000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5,4,FWD,Xăng,2.0,348.0
16292,Mercedes Benz,2022,Khánh Hòa,Cũ,1500.0,Nhập khẩu,Sedan,Số tự động,Xanh,Đen,5,4,RFD,Điện,0.2,3900.0
19273,Peugeot,2021,Hưng Yên,Cũ,6000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.6,860.0
1737,Ford,2023,Hà Nội,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Nhiều màu,5,4,4WD,Dầu,2.0,1209.0
12873,Mazda,2019,TP HCM,Cũ,58168.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,580.0
19586,Porsche,2020,Hà Nội,Cũ,39000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,4,4,RFD,Xăng,2.9,4999.0
9637,Kia,2021,TP HCM,Cũ,86000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Nâu,7,5,FWD,Dầu,2.2,1220.0
1969,Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Nhiều màu,Đen,5,4,4WD,Dầu,2.0,1229.0
14257,Mercedes Benz,2021,Hà Nội,Cũ,20000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.0,3380.0
25763,VinFast,2021,Hà Nội,Cũ,59000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.0,745.0
14464,Mercedes Benz,2010,Bình Dương,Cũ,140000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,1.8,330.0
7233,Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.25,406.0
19677,Porsche,2020,Hà Nội,Cũ,25000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đỏ,4,4,RFD,Xăng,3.0,4999.0
16730,Mercedes Benz,2018,TP HCM,Cũ,46000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Đen,5,4,RFD,Xăng,2.0,899.0
9577,Kia,2006,Hà Nội,Cũ,150000.0,Lắp ráp trong nước,SUV,Số tay,Xám,Đen,7,5,FWD,Xăng,2.5,129.0
3947,Ford,2022,TP HCM,Cũ,25282.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Đen,5,4,4WD,Dầu,2.0,976.0
7600,Hyundai,2009,Bình Dương,Cũ,120000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,FWD,Dầu,2.0,380.0
11229,Lexus,2022,Hà Nội,Cũ,18000.0,Nhập khẩu,SUV,Số tự động,Xanh,Nâu,5,5,AWD,Xăng,2.0,3069.0
1940,Ford,2022,Hà Nội,Cũ,36000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,RFD,Dầu,2.0,1200.0
20492,Toyota,2020,Hà Nội,Cũ,63000.0,Nhập khẩu,SUV,Số tự động,Xanh,Nâu,5,5,FWD,Xăng,1.8,715.0
12465,Mazda,2018,TP HCM,Cũ,41000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.5,485.0
7218,Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đỏ,7,5,AWD,Dầu,2.2,1530.0
20008,Suzuki,2019,Hà Nội,Cũ,40000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.2,426.0
21268,Toyota,2020,TP HCM,Cũ,93000.0,Nhập khẩu,Hatchback,Số tay,Bạc,Xám,5,5,FWD,Xăng,1.2,246.0
7219,Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,1.6,902.0
4803,Honda,2009,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Kem,5,4,FWD,Xăng,1.8,230.0
21861,Toyota,2020,Hà Nội,Cũ,39000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.0,845.0
8440,Kia,2022,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.25,399.0
11700,Lexus,2008,Hà Nội,Cũ,152000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,4.7,825.0
335,BMW,2022,Hà Nội,Cũ,22741.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,2138.0
17223,MG,2024,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,500.0
16538,Mercedes Benz,2022,Cần Thơ,Cũ,10.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,1.5,1900.0
15228,Mercedes Benz,2020,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,1695.0
18273,Mitsubishi,2015,Hải Phòng,Cũ,9.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,RFD,Dầu,2.5,388.0
15229,Mercedes Benz,2020,Hà Nội,Cũ,36000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,3.0,2850.0
6627,Hyundai,2019,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5,4,FWD,Xăng,2.0,495.0
18534,Mitsubishi,2023,Thái Bình,Cũ,1000.0,Lắp ráp trong nước,SUV,Số tay,Trắng,Đen,7,5,FWD,Xăng,1.5,535.0
622,BMW,2016,Hà Nội,Cũ,90000.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Kem,5,4,RFD,Xăng,2.0,650.0
25851,VinFast,2021,Hà Nội,Cũ,19799.0,Lắp ráp trong nước,Hatchback,Số tự động,Ghi,Ghi,5,5,FWD,Xăng,1.4,345.0
14466,Mercedes Benz,2019,TP HCM,Cũ,67000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Nâu,5,5,AWD,Xăng,2.0,1299.0
3150,Ford,2016,Hải Phòng,Cũ,123.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Nhiều màu,5,4,4WD,Dầu,3.2,540.0
22230,Toyota,2021,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,1.5,455.0
22522,Toyota,2021,Hà Nội,Cũ,16000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.8,768.0
24981,Toyota,2013,Yên Bái,Cũ,120000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7,5,4WD,Xăng,2.7,420.0
3294,Ford,2023,TP HCM,Cũ,16000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Dầu,2.0,910.0
24251,Toyota,2022,Hà Nội,Cũ,42000.0,Nhập khẩu,SUV,Số tự động,Xanh,Nâu,5,5,FWD,Xăng,1.8,785.0
14627,Mercedes Benz,2022,Nghệ An,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,2999.0
4057,Ford,2018,TP HCM,Cũ,80000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Đen,5,4,4WD,Dầu,2.0,829.0
17979,Mitsubishi,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.5,680.0
18468,Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cam,Đen,5,4,RFD,Dầu,2.4,599.0
4367,Honda,2024,Thái Nguyên,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,675.0
13445,Mazda,2013,Bình Định,Cũ,57000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,310.0
8271,Isuzu,2016,Sơn La,Cũ,185000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Đen,Đen,5,4,4WD,Dầu,2.5,380.0
2092,Ford,2019,Hà Nội,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,4WD,Dầu,2.0,935.0
8822,Kia,2020,Hải Phòng,Cũ,68000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,2.0,505.0
2659,Ford,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Cam,Đen,7,5,4WD,Dầu,2.0,1506.0
1897,Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.0,1055.0
2153,Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7,5,RFD,Dầu,2.0,1299.0
22697,Toyota,2015,Đăk Lăk,Cũ,92000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Vàng,8,5,RFD,Xăng,2.0,340.0
24697,Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,630.0
2247,Ford,2022,TP HCM,Cũ,46000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xám,Đen,5,4,4WD,Dầu,2.0,1000.0
19919,Suzuki,2020,Bình Dương,Cũ,38000.0,Nhập khẩu,SUV,Số tự động,Đồng,Nhiều màu,7,5,FWD,Xăng,1.5,450.0
18541,Mitsubishi,2024,Cần Thơ,Mới,0.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7,5,FWD,Xăng,1.5,658.0
15487,Mercedes Benz,2021,Hà Nội,Cũ,39000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5,5,AWD,Xăng,2.0,1565.0
11657,Lexus,2020,Hà Nội,Cũ,69000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,4.6,4590.0
20412,Toyota,2018,Hà Nội,Cũ,54000.0,Lắp ráp trong nước,Sedan,Số tự động,Vàng,Kem,5,4,FWD,Xăng,1.5,409.0
20310,Toyota,2010,Hà Nội,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,4.0,1650.0
20902,Toyota,2021,Bắc Giang,Cũ,77000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7,5,RFD,Dầu,2.4,1070.0
4783,Honda,2023,Thái Nguyên,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,1050.0
6286,Hyundai,2020,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Dầu,2.2,935.0
20601,Toyota,2020,Bắc Ninh,Cũ,28000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đỏ,5,5,FWD,Xăng,1.8,675.0
16776,Mercedes Benz,2015,Hà Nội,Cũ,130000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,4.7,1590.0
3308,Ford,2018,Hà Nội,Cũ,42000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,459.0
16795,Mercedes Benz,2022,TP HCM,Cũ,29000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,1938.0
4347,Honda,2023,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,549.0
25476,VinFast,2022,Hà Nội,Cũ,16000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,635.0
14906,Mercedes Benz,2023,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,1,RFD,Xăng,1.5,1709.0
5034,Honda,2010,Hà Nội,Cũ,12000000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.8,248.0
12730,Mazda,2020,Hải Phòng,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,2.0,630.0
22116,Toyota,2018,TP HCM,Cũ,89000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Dầu,2.4,795.0
16396,Mercedes Benz,2020,TP HCM,Cũ,26000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,1.5,900.0
22724,Toyota,2019,Hà Nội,Cũ,97000.0,Lắp ráp trong nước,Crossover,Số tay,Trắng,Nâu,8,5,RFD,Xăng,2.0,490.0
3160,Ford,2015,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nhiều màu,5,5,FWD,Xăng,1.5,355.0
12168,Mazda,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,596.0
15216,Mercedes Benz,2017,Hà Nội,Cũ,89000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Nâu,5,4,RFD,Xăng,2.0,1235.0
17455,Mini,2023,Hà Nội,Mới,0.0,Nhập khẩu,Hatchback,Số tự động,Xanh,Đen,5,5,FWD,Xăng,1.5,2159.0
10852,LandRover,2018,Hà Nội,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.0,2550.0
13096,Mazda,2014,Hà Nội,Cũ,97698.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,419.0
1850,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Đen,16,4,RFD,Dầu,2.2,769.0
23333,Toyota,2018,Bình Dương,Cũ,74000.0,Nhập khẩu,SUV,Số tay,Đen,Nhiều màu,7,5,RFD,Dầu,2.4,768.0
6764,Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,634.0
18052,Mitsubishi,2024,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.2,419.0
16046,Mercedes Benz,2021,Hà Nội,Cũ,30571.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,1760.0
3913,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Vàng,Đen,5,4,4WD,Dầu,2.0,979.0
23027,Toyota,2016,Hà Nội,Cũ,80000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,395.0
23032,Toyota,2024,Vĩnh Phúc,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Ghi,7,5,FWD,Xăng,1.5,688.0
4795,Honda,2019,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.5,420.0
12263,Mazda,2018,Hà Nội,Cũ,78000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Nâu,Đen,5,4,RFD,Dầu,2.2,458.0
15430,Mercedes Benz,2019,Hà Nội,Cũ,59000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,990.0
767,BMW,2015,Hà Nội,Cũ,70000.0,Nhập khẩu,Sedan,Số tự động,Xanh,Kem,5,4,RFD,Xăng,2.0,599.0
13153,Mazda,2022,Bình Dương,Cũ,5000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.5,618.0
17137,MG,2024,Nam Định,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Xám,Đen,5,4,FWD,Xăng,1.5,588.0
25440,VinFast,2021,Hà Nội,Cũ,33696.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.4,330.0
17500,Mini,2007,Kiên Giang,Cũ,94000.0,Nhập khẩu,Coupe,Số tự động,Kem,Nhiều màu,4,3,FWD,Xăng,1.6,130.0
4059,Ford,2017,TP HCM,Cũ,210000.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Nhiều màu,16,4,RFD,Dầu,2.4,450.0
24333,Toyota,2014,Hà Nội,Cũ,750000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Cát,8,5,RFD,Xăng,2.0,320.0
15417,Mercedes Benz,2016,Hà Nội,Cũ,61000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đỏ,5,4,RFD,Xăng,2.0,799.0
9755,Kia,2022,Hà Nội,Cũ,38000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Nâu,7,5,FWD,Dầu,2.2,1299.0
7173,Hyundai,2022,Hà Nội,Cũ,37000.0,Nhập khẩu,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.5,625.0
7736,Hyundai,2024,Tiền Giang,Mới,0.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.25,416.0
17548,Mitsubishi,2022,Thanh Hóa,Cũ,30.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Nâu,Nhiều màu,5,4,RFD,Dầu,2.4,565.0
6363,Hyundai,2022,Hải Phòng,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,2.5,1069.0
5833,Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Đen,7,5,FWD,Xăng,2.0,980.0
5601,Hyundai,2022,Thái Bình,Cũ,15000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Xám,5,4,FWD,Xăng,1.4,455.0
22686,Toyota,2015,TP HCM,Cũ,57000.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Kem,5,4,FWD,Xăng,1.8,450.0
4342,Honda,2014,Hà Nội,Cũ,120000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,5,5,FWD,Xăng,2.0,445.0
26196,Volkswagen,2024,Hà Nội,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Đỏ,Nâu,7,5,FWD,Xăng,2.0,2188.0
12418,Mazda,2016,Hà Nội,Cũ,78000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,560.0
26022,Volkswagen,2024,TP HCM,Cũ,1300.0,Nhập khẩu,Van/Minivan,Số tự động,Cát,Kem,7,5,FWD,Xăng,2.0,2250.0
6625,Hyundai,2018,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.6,510.0
12993,Mazda,2022,Hà Nội,Cũ,8000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Ghi,5,5,FWD,Xăng,1.5,532.0
19280,Peugeot,2021,Hà Nội,Cũ,7000.0,Lắp ráp trong nước,Crossover,Số tự động,Cam,Ghi,5,5,FWD,Xăng,1.2,673.0
15552,Mercedes Benz,2020,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.0,1669.0
3209,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tay,Ghi,Xám,16,4,RFD,Dầu,2.2,771.0
25420,VinFast,2021,Hà Nội,Cũ,7000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,675.0
6159,Hyundai,2024,Đồng Nai,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Dầu,2.2,1219.0
15474,Mercedes Benz,2024,Quảng Ninh,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.0,2185.0
12451,Mazda,2023,Hà Nội,Cũ,7000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,FWD,Xăng,2.0,920.0
12443,Mazda,2020,Hà Nội,Cũ,56899.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nâu,5,4,FWD,Xăng,1.5,569.0
13252,Mazda,2024,Thanh Hóa,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,539.0
24065,Toyota,2012,Đồng Nai,Cũ,46288.0,Nhập khẩu,SUV,Số tự động,Trắng,Xám,7,5,AWD,Xăng,3.5,1400.0
18714,Mitsubishi,2018,Nghệ An,Cũ,90000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Cam,7,5,FWD,Xăng,2.0,565.0
17372,MG,2024,Thái Bình,Mới,0.0,Nhập khẩu,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.5,399.0
1441,Ford,2017,Hà Nội,Cũ,110000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.2,460.0
20860,Toyota,2022,TP HCM,Cũ,38000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nâu,8,5,RFD,Xăng,2.0,679.0
25059,Toyota,2019,Thái Nguyên,Cũ,60000000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,419.0
11875,Lexus,2019,Hà Nội,Cũ,23000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,2.5,1890.0
23531,Toyota,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Ghi,7,5,FWD,Xăng,1.5,610.0
25432,VinFast,2023,Hà Nội,Cũ,19000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Xanh,6,5,AWD,Điện,0.2,1199.0
11608,Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,2.5,2620.0
6521,Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.0,559.0
1512,Ford,2014,Hà Nội,Cũ,121000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,335.0
7524,Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,629.0
19137,Peugeot,2022,TP HCM,Cũ,30000.0,Lắp ráp trong nước,Crossover,Số tự động,Cam,Đen,5,5,FWD,Xăng,1.2,625.0
3596,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.5,859.0
21106,Toyota,2017,Hà Nội,Cũ,55555.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,415.0
1242,Chevrolet,2016,Hà Nội,Cũ,130000.0,Lắp ráp trong nước,Sedan,Số tay,Đỏ,Đen,5,4,FWD,Xăng,1.6,255.0
16606,Mercedes Benz,2012,Thanh Hóa,Cũ,100000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,RFD,Xăng,1.8,355.0
20910,Toyota,2019,Đăk Lăk,Cũ,13000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Nâu,8,5,RFD,Xăng,2.0,645.0
16853,Mercedes Benz,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,2617.0
485,BMW,2022,Hà Nội,Cũ,9000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,2499.0
8867,Kia,2019,Hà Nội,Cũ,75000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Kem,7,5,FWD,Dầu,2.2,880.0
12617,Mazda,2019,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Đen,5,5,FWD,Xăng,2.0,695.0
10276,Kia,2020,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7,5,FWD,Dầu,2.2,935.0
14989,Mercedes Benz,2010,Hà Nội,Cũ,110000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,1.8,299.0
22126,Toyota,2013,Tuyên Quang,Cũ,105000.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Ghi,5,4,FWD,Xăng,1.5,275.0
394,BMW,2015,Hà Nội,Cũ,76000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,2.0,550.0
3755,Ford,2022,Hà Nội,Cũ,36000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,RFD,Dầu,2.0,1190.0
6330,Hyundai,2022,Hà Nội,Cũ,38000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,599.0
26245,Volkswagen,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,2.0,2099.0
23272,Toyota,2015,Điện Biên,Cũ,8000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Kem,8,5,RFD,Xăng,2.0,330.0
6075,Hyundai,2021,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Nâu,7,5,AWD,Xăng,2.5,1015.0
14636,Mercedes Benz,2008,Hà Nội,Cũ,96000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,5.5,568.0
17978,Mitsubishi,2024,Quảng Ninh,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,4WD,Dầu,2.4,1365.0
19825,Subaru,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Nâu,Đồng,5,5,AWD,Xăng,2.0,899.0
