,Tên hãng xe,Năm sản xuất,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
14510,Mercedes Benz,2017,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Nâu,5,4,RFD,Xăng,2.0,1190.0
14406,Mercedes Benz,2017,Hà Nội,Cũ,68000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Kem,5,4,RFD,Xăng,3.0,1999.0
9046,Kia,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5,5,FWD,Xăng,2.0,919.0
3580,Ford,2021,Hà Nội,Cũ,40000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,4WD,Dầu,2.0,725.0
22527,Toyota,2016,Hà Nội,Cũ,85000.0,Nhập khẩu,SUV,Số tự động,Đồng,Đen,7,5,4WD,Xăng,2.7,1480.0
18024,Mitsubishi,2022,TP HCM,Cũ,36000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,630.0
11150,Lexus,2017,Hà Nội,Cũ,80000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,2.5,1290.0
10912,LandRover,2012,Hà Nội,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nhiều màu,5,5,AWD,Xăng,2.0,635.0
18195,Mitsubishi,2021,Hà Nội,Cũ,50000.0,Nhập khẩu,Sedan,Số tay,Trắng,Nâu,5,4,FWD,Xăng,1.2,295.0
23850,Toyota,2019,Hà Nội,Cũ,90000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Xăng,2.7,1999.0
3941,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,4WD,Dầu,2.0,804.0
23344,Toyota,2021,Hà Nội,Cũ,10000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,4WD,Xăng,2.7,2490.0
3217,Ford,2022,Hà Nội,Cũ,29000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.2,580.0
11463,Lexus,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,3.5,3450.0
10456,Kia,2019,Hà Nội,Cũ,48000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,510.0
3202,Ford,2016,Hà Nội,Cũ,95000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xám,Đen,5,4,RFD,Dầu,2.2,435.0
4707,Honda,2020,Hải Phòng,Cũ,60000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,846.0
2541,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nhiều màu,5,5,FWD,Xăng,1.5,814.0
134,Audi,2022,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,AWD,Xăng,3.0,4100.0
18546,Mitsubishi,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,633.0
459,BMW,2016,Hà Nội,Cũ,65000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,2.0,690.0
17513,Mitsubishi,2020,Hà Nội,Cũ,54000.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,7,5,FWD,Xăng,1.5,538.0
5728,Hyundai,2019,Thanh Hóa,Cũ,40.0,Lắp ráp trong nước,Hatchback,Số tự động,Bạc,Nhiều màu,5,5,FWD,Xăng,1.25,325.0
24266,Toyota,2014,Cần Thơ,Cũ,130000.0,Lắp ráp trong nước,Sedan,Số tự động,Xám,Đen,5,4,FWD,Xăng,1.5,298.0
16707,Mercedes Benz,2023,Hà Nội,Cũ,12999.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,2739.0
13378,Mazda,2020,Hải Phòng,Cũ,28999.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,419.0
13419,Mazda,2020,Hà Nội,Cũ,55000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,1.5,585.0
9488,Kia,2022,TP HCM,Cũ,10000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,2.0,799.0
24433,Toyota,2019,TP HCM,Cũ,56000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,RFD,Xăng,1.5,505.0
3450,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.0,605.0
6844,Hyundai,2021,Hà Nội,Cũ,24000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.5,1075.0
3253,Ford,2017,Hà Nội,Cũ,89000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,2.3,955.0
12113,Mazda,2024,Thanh Hóa,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,499.0
9497,Kia,2021,TP HCM,Cũ,23000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Kem,7,5,FWD,Dầu,2.2,1229.0
24615,Toyota,2023,Hà Nội,Cũ,13000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.5,1345.0
11679,Lexus,2023,Hà Nội,Cũ,10000.0,Nhập khẩu,SUV,Số tự động,Xanh,Nâu,5,5,AWD,Xăng,2.4,3539.0
22799,Toyota,2018,Hà Nội,Cũ,53000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5,4,FWD,Xăng,1.5,399.0
15255,Mercedes Benz,2019,Hà Nội,Cũ,79000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,1159.0
12081,Mazda,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,615.0
22203,Toyota,2022,TP HCM,Cũ,45100.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.8,657.0
22429,Toyota,2020,Hà Nội,Cũ,58000.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,FWD,Xăng,1.8,738.0
5322,Hyundai,2022,Hưng Yên,Cũ,15555.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7,5,AWD,Dầu,2.2,1170.0
14801,Mercedes Benz,2019,Hà Nội,Cũ,22000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,1280.0
18785,Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Nhiều màu,5,4,4WD,Dầu,2.4,852.0
1371,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nhiều màu,5,5,FWD,Xăng,1.5,849.0
3674,Ford,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tay,Trắng,Đen,16,4,RFD,Dầu,2.2,849.0
19739,Subaru,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,AWD,Xăng,2.0,849.0
20124,Suzuki,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,4,3,4WD,Xăng,1.5,839.0
17532,Mitsubishi,2020,Quảng Ninh,Cũ,6000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,7,5,FWD,Xăng,2.0,695.0
5348,Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,6,5,FWD,Dầu,2.2,1451.0
24207,Toyota,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,640.0
3530,Ford,2017,Hà Nội,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,2.3,950.0
13576,Mazda,2019,Hà Nội,Cũ,36000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.5,695.0
9838,Kia,2014,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,7,5,AWD,Xăng,2.4,455.0
1585,Ford,2020,TP HCM,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,RFD,Dầu,2.0,890.0
22577,Toyota,2022,Hà Nội,Cũ,38000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,5,5,FWD,Hybrid,1.8,850.0
5389,Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,AWD,Xăng,1.6,900.0
15503,Mercedes Benz,2021,Hà Nội,Cũ,35000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,RFD,Xăng,2.0,1189.0
22624,Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Xăng,2.7,1145.0
21453,Toyota,2022,Hà Nội,Cũ,29000.0,Nhập khẩu,Van/Minivan,Số tự động,Đen,Đen,7,5,FWD,Xăng,3.5,3900.0
13563,Mazda,2022,Hà Nội,Cũ,26000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.5,605.0
22910,Toyota,2018,TP HCM,Cũ,116000.0,Nhập khẩu,Van/Minivan,Số tay,Bạc,Xám,15,4,RFD,Dầu,3.0,770.0
26095,Volkswagen,2007,Hà Nội,Cũ,62000.0,Nhập khẩu,Coupe,Số tự động,Vàng,Đen,4,2,FWD,Xăng,2.5,399.0
23091,Toyota,2021,TP HCM,Cũ,39500.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,2.0,878.0
25111,VinFast,2021,Hà Nội,Cũ,45000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7,5,AWD,Xăng,2.0,870.0
10058,Kia,2023,Hải Phòng,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Nâu,7,5,FWD,Dầu,2.2,1309.0
6686,Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,677.0
682,BMW,2022,Hà Nội,Cũ,16000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,2.0,3388.0
14220,Mercedes Benz,2023,TP HCM,Cũ,4000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,1999.0
13948,Mercedes Benz,2022,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nhiều màu,5,4,RFD,Xăng,2.0,1799.0
19,Audi,2021,Hà Nội,Cũ,27000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,AWD,Xăng,2.0,2060.0
22619,Toyota,2018,TP HCM,Cũ,64082.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Đen,5,4,4WD,Dầu,2.8,690.0
21396,Toyota,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Đen,7,5,RFD,Xăng,1.5,598.0
15990,Mercedes Benz,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,2799.0
15268,Mercedes Benz,2022,Hà Nội,Cũ,39000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,5,5,AWD,Xăng,2.0,2089.0
1797,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,4WD,Dầu,2.0,867.0
23761,Toyota,2020,Thái Bình,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5,4,FWD,Xăng,1.5,450.0
10761,LandRover,2015,Hà Nội,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,3.0,2899.0
16081,Mercedes Benz,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,1814.0
13552,Mazda,2023,Phú Thọ,Cũ,12000.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,745.0
12049,Lexus,2016,Hà Nội,Cũ,130000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,2.5,1150.0
5136,Honda,2023,Lâm Đồng,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,569.0
2695,Ford,2019,Hà Nội,Cũ,65000.0,Nhập khẩu,SUV,Số tự động,Cát,Đen,7,5,4WD,Dầu,2.0,910.0
21284,Toyota,2019,TP HCM,Cũ,51000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,470.0
12774,Mazda,2023,Hà Nội,Cũ,4500.0,Lắp ráp trong nước,SUV,Số tự động,Ghi,Nâu,7,5,FWD,Xăng,2.5,1030.0
25105,VinFast,2020,Hà Nội,Cũ,26000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.4,318.0
7825,Hyundai,2022,Hà Nội,Cũ,4000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,575.0
5449,Hyundai,2019,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.6,539.0
25137,VinFast,2021,Hà Nội,Cũ,58000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,2.0,665.0
19148,Peugeot,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.6,919.0
8029,Hyundai,2022,Hòa Bình,Cũ,13000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,835.0
16958,Mercedes Benz,2020,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,RFD,Xăng,2.0,1289.0
21275,Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,3.4,4286.0
6303,Hyundai,2022,Hà Nội,Cũ,26000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,2.5,1130.0
14363,Mercedes Benz,2022,Hà Nội,Cũ,8000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,AWD,Xăng,3.0,4350.0
9058,Kia,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.4,609.0
7546,Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Dầu,2.2,1450.0
10209,Kia,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,1.5,579.0
5189,Honda,2023,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,820.0
15028,Mercedes Benz,2023,Khánh Hòa,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,2299.0
9227,Kia,2010,Hải Phòng,Cũ,140000.0,Lắp ráp trong nước,Crossover,Số tự động,Vàng,Đen,7,5,FWD,Xăng,2.0,239.0
25487,VinFast,2021,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Nâu,7,5,RFD,Xăng,2.0,745.0
18735,Mitsubishi,2012,Đồng Nai,Cũ,50100.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Đen,7,5,RFD,Dầu,2.5,436.0
20861,Toyota,2017,TP HCM,Cũ,69000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,4WD,Xăng,2.7,790.0
8721,Kia,2019,Đà Nẵng,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,2.0,525.0
9262,Kia,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Ghi,5,5,FWD,Xăng,1.25,399.0
2140,Ford,2015,Hà Nội,Cũ,100000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7,5,RFD,Dầu,2.5,485.0
1939,Ford,2018,Hà Nội,Cũ,80500.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Nhiều màu,5,4,4WD,Dầu,3.2,586.0
18584,Mitsubishi,2020,Bến Tre,Cũ,70000.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,7,5,FWD,Xăng,1.5,520.0
10550,Kia,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,585.0
4113,Ford,2021,Cần Thơ,Cũ,12000.0,Lắp ráp trong nước,Van/Minivan,Số tay,Vàng,Ghi,16,4,RFD,Dầu,2.4,635.0
13781,Mazda,2022,Hà Nội,Cũ,16000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,595.0
16582,Mercedes Benz,2016,Hà Nội,Cũ,47000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,RFD,Xăng,2.0,688.0
8153,Hyundai,2014,Đồng Nai,Cũ,79000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,2.0,467.0
14357,Mercedes Benz,2024,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,AWD,Xăng,3.0,5249.0
18576,Mitsubishi,2018,Hà Nội,Cũ,85000.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,7,5,RFD,Dầu,2.4,765.0
2322,Ford,2021,Hà Nội,Cũ,17000.0,Nhập khẩu,Coupe,Số tự động,Đỏ,Nhiều màu,4,2,RFD,Xăng,5.0,2368.0
22985,Toyota,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.4,5450.0
21766,Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đỏ,5,5,FWD,Xăng,1.8,820.0
14603,Mercedes Benz,2022,Cần Thơ,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Kem,6,5,RFD,Xăng,2.0,3629.0
8097,Hyundai,2018,Hà Nội,Cũ,800000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Nâu,5,4,FWD,Xăng,1.25,295.0
7595,Hyundai,2021,Hải Dương,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,1.4,439.0
18311,Mitsubishi,2021,TP HCM,Cũ,38000.0,Nhập khẩu,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.2,335.0
26148,Volkswagen,2022,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Xám,7,5,AWD,Xăng,2.0,2138.0
9921,Kia,2014,Hải Phòng,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,369.0
21218,Toyota,2021,Hà Nội,Cũ,15000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,RFD,Xăng,1.5,555.0
2157,Ford,2014,Hà Nội,Cũ,130000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Xám,7,5,RFD,Dầu,2.5,445.0
14798,Mercedes Benz,2014,Hà Nội,Cũ,100000.0,Nhập khẩu,SUV,Số tự động,Đen,Cam,5,5,AWD,Xăng,5.5,5600.0
17870,Mitsubishi,2021,Hà Nội,Cũ,45000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,520.0
15628,Mercedes Benz,2024,Quảng Ninh,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Đen,6,5,RFD,Xăng,2.0,3759.0
1686,Ford,2020,Tây Ninh,Cũ,85000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Dầu,2.0,995.0
20169,Suzuki,2022,Bình Dương,Cũ,46000.0,Nhập khẩu,SUV,Số tự động,Xám,Kem,7,5,FWD,Xăng,1.5,512.0
16837,Mercedes Benz,2017,Hà Nội,Cũ,96000.0,Nhập khẩu,SUV,Số tự động,Nâu,Kem,5,5,AWD,Xăng,2.0,1280.0
24199,Toyota,2019,Hà Nội,Cũ,40000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.2,315.0
14543,Mercedes Benz,2022,Hà Nội,Cũ,7600.0,Nhập khẩu,SUV,Số tự động,Xanh,Nhiều màu,5,5,AWD,Xăng,3.0,4579.0
733,BMW,2012,Bắc Giang,Cũ,100000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,RFD,Xăng,3.0,1290.0
16768,Mercedes Benz,2006,Hải Dương,Cũ,200000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,3.0,180.0
18459,Mitsubishi,2019,Khánh Hòa,Cũ,38200.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,FWD,Xăng,1.5,500.0
835,BMW,2018,Hà Nội,Cũ,90000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,1699.0
2262,Ford,2007,Hà Nội,Cũ,180000.0,Lắp ráp trong nước,SUV,Số tự động,Cát,Kem,5,5,4WD,Xăng,2.3,185.0
1460,Ford,2016,Hà Nội,Cũ,61255.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.0,325.0
20260,Toyota,2020,TP HCM,Cũ,37000.0,Lắp ráp trong nước,Crossover,Số tay,Đồng,Nâu,8,5,RFD,Xăng,2.0,635.0
25908,VinFast,2023,TP HCM,Cũ,7000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,5,5,AWD,Điện,0.2,839.0
21044,Toyota,2017,Hà Nội,Cũ,79000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5,4,FWD,Xăng,1.5,379.0
24931,Toyota,2022,Hà Nội,Cũ,16000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,AWD,Xăng,3.4,4822.0
10086,Kia,2014,Hà Nội,Cũ,101000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,375.0
18462,Mitsubishi,2023,Hà Nội,Cũ,14000.0,Lắp ráp trong nước,SUV,Số tay,Trắng,Nâu,7,5,FWD,Xăng,1.5,525.0
13289,Mazda,2020,TP HCM,Cũ,32000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.5,775.0
17531,Mitsubishi,2022,Hà Nội,Cũ,19000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,2.0,730.0
25256,VinFast,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Sedan,Số tự động,Ghi,Nâu,5,4,RFD,Xăng,2.0,630.0
3681,Ford,2016,Đăk Lăk,Cũ,110000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Nhiều màu,5,4,4WD,Dầu,3.2,555.0
22416,Toyota,2021,Phú Thọ,Cũ,49000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.8,630.0
2415,Ford,2019,Hà Nội,Cũ,80000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,4WD,Dầu,2.0,898.0
9724,Kia,2019,Hà Nội,Cũ,42000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,2.0,525.0
2267,Ford,2021,TP HCM,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,7,5,RFD,Dầu,2.0,955.0
5597,Hyundai,2011,Hà Nội,Cũ,15000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.6,250.0
23545,Toyota,2020,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.4,999.0
3944,Ford,2018,Hà Nội,Cũ,142000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,RFD,Dầu,2.0,780.0
15447,Mercedes Benz,2016,Hà Nội,Cũ,120000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,660.0
16769,Mercedes Benz,2017,Hà Nội,Cũ,70000.0,Nhập khẩu,SUV,Số tự động,Nâu,Kem,5,5,AWD,Xăng,2.0,1350.0
14487,Mercedes Benz,2018,Hà Nội,Cũ,66000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5,5,AWD,Xăng,2.0,1198.0
16285,Mercedes Benz,2022,Hà Nội,Cũ,30.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5,5,AWD,Xăng,2.0,1899.0
5526,Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.0,569.0
14255,Mercedes Benz,2023,TP HCM,Cũ,900.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,1839.0
18958,Nissan,2023,TP HCM,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,4WD,Dầu,2.3,795.0
5014,Honda,2016,TP HCM,Cũ,100000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Xám,5,4,FWD,Xăng,1.5,355.0
7720,Hyundai,2009,TP HCM,Cũ,150000.0,Nhập khẩu,Van/Minivan,Số tay,Vàng,Kem,9,5,RFD,Xăng,2.4,220.0
24163,Toyota,2009,Hà Nội,Cũ,14000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Ghi,8,5,RFD,Xăng,2.0,160.0
20753,Toyota,2016,Phú Thọ,Cũ,80000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.8,496.0
2566,Ford,2024,Hà Tĩnh,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.0,1130.0
47,Audi,2008,TP HCM,Cũ,86700.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,4.2,330.0
19330,Porsche,2019,TP HCM,Cũ,28962.0,Nhập khẩu,Sedan,Số tự động,Trắng,Ghi,4,4,RFD,Xăng,3.0,4170.0
