Tên hãng xe,Năm sản xuất,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
Hyundai,2022,Nam Định,Cũ,30000.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Kem,5,4,FWD,Xăng,1.4,385.0
Toyota,2023,Hà Nội,Cũ,6000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,AWD,Xăng,3.4,5190.0
Chevrolet,2012,Hà Nội,Cũ,150000.0,Nhập khẩu,Van/Minivan,Số tự động,Hồng,Đen,2,5,FWD,Xăng,1.0,122.0
Porsche,2021,Hà Nội,Cũ,11000.0,Nhập khẩu,Sedan,Số tự động,Tím,Nâu,4,4,RFD,Xăng,3.0,5399.0
BMW,2022,TP HCM,Cũ,4400.0,Nhập khẩu,Coupe,Số tự động,Xanh,Nâu,4,4,RFD,Xăng,2.0,2498.0
Mercedes Benz,2019,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,999.0
Toyota,2022,Hà Nội,Cũ,25000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7,5,RFD,Dầu,2.4,1019.0
Audi,2016,Hà Nội,Cũ,109000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.0,1368.0
VinFast,2019,Hà Nội,Cũ,66000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Nâu,7,5,RFD,Xăng,2.0,689.0
VinFast,2023,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Cam,Nâu,5,5,AWD,Điện,0.2,1270.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Dầu,2.0,848.0
VinFast,2022,Ninh Bình,Cũ,22000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.4,346.0
BMW,2020,Hà Nội,Cũ,18000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,3.0,4350.0
Toyota,2016,Hà Nội,Cũ,120000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,RFD,Xăng,2.7,555.0
LandRover,2020,Hà Nội,Cũ,38000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,7,5,AWD,Xăng,3.0,4450.0
Toyota,2011,Thái Nguyên,Cũ,140000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7,5,4WD,Xăng,2.7,325.0
Ford,2022,TP HCM,Cũ,29000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,RFD,Dầu,2.0,1195.0
Ford,2024,Bắc Ninh,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nhiều màu,5,5,FWD,Xăng,1.5,839.0
Isuzu,2005,Đồng Nai,Cũ,200000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Đen,8,5,RFD,Dầu,2.5,150.0
Mercedes Benz,2012,Thái Nguyên,Cũ,120000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,1.8,435.0
Volkswagen,2023,Bình Dương,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,2.0,2099.0
Ford,2021,Lâm Đồng,Cũ,73000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,4WD,Dầu,2.0,735.0
Toyota,2011,Hà Nội,Cũ,65889.0,Nhập khẩu,Crossover,Số tự động,Vàng,Kem,5,5,FWD,Xăng,2.7,615.0
Volkswagen,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,AWD,Xăng,2.0,2099.0
Toyota,2022,Hà Nội,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nhiều màu,7,5,FWD,Xăng,1.5,635.0
Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,630.0
Toyota,1993,Gia Lai,Cũ,3.0,Nhập khẩu,Sedan,Số tay,Xám,Đen,5,4,FWD,Xăng,2.0,82.0
Mercedes Benz,2022,Thanh Hóa,Cũ,20000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,2100.0
Toyota,2024,Bắc Ninh,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,Nâu,8,5,FWD,Xăng,2.0,818.0
Mercedes Benz,2023,TP HCM,Cũ,1000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,AWD,Xăng,2.0,2849.0
VinFast,2022,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.0,935.0
Lexus,2010,Hà Nội,Cũ,76000.0,Nhập khẩu,Sedan,Số tự động,Cát,Kem,5,4,AWD,Xăng,4.6,990.0
Mazda,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,789.0
Hyundai,2011,Đà Nẵng,Cũ,83000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,3,FWD,Xăng,1.6,345.0
Mercedes Benz,2012,Hà Nội,Cũ,100000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,RFD,Xăng,3.0,495.0
Mercedes Benz,2022,Hà Nội,Cũ,23000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,3.0,4590.0
Kia,2020,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Kem,7,5,FWD,Xăng,2.0,502.0
Toyota,2021,Hà Nội,Cũ,39000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,RFD,Xăng,2.7,975.0
Ford,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tay,Vàng,Đen,16,5,RFD,Dầu,2.2,849.0
Toyota,2022,TP HCM,Cũ,14800.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Dầu,2.4,1140.0
VinFast,2019,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Sedan,Số tự động,Xám,Nâu,5,4,RFD,Xăng,2.0,615.0
Kia,2022,Hà Nội,Cũ,1000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,545.0
Mercedes Benz,2023,Nghệ An,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,2799.0
Honda,2018,Bình Dương,Cũ,62000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,765.0
Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,570.0
Honda,2020,Hà Nội,Cũ,33000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Đen,5,4,FWD,Xăng,1.5,469.0
Kia,2022,Hà Nội,Cũ,12000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.6,498.0
LandRover,2014,Hà Nội,Cũ,68000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,5,5,AWD,Xăng,3.0,2290.0
Toyota,2023,Hà Nội,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Nâu,7,5,FWD,Xăng,2.4,4380.0
Mercedes Benz,2021,Hà Nội,Cũ,16999.0,Nhập khẩu,SUV,Số tự động,Đen,Đỏ,5,5,AWD,Xăng,4.0,9999.0
Toyota,2009,Hà Nội,Cũ,122000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Nhiều màu,5,5,FWD,Xăng,1.3,265.0
Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,AWD,Xăng,3.4,4286.0
Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.4,4286.0
Mercedes Benz,2020,Hà Nội,Cũ,48000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,RFD,Xăng,1.5,886.0
Ford,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Đen,5,5,FWD,Xăng,1.5,889.0
Toyota,2013,Bình Dương,Cũ,100000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5,4,FWD,Xăng,1.8,355.0
Lexus,2017,TP HCM,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,1990.0
Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.4,4330.0
Ford,2018,Hà Nội,Cũ,100000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Trắng,Nhiều màu,5,4,4WD,Dầu,2.2,470.0
Toyota,2011,Hà Nội,Cũ,78000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,318.0
Toyota,2023,TP HCM,Cũ,35000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Đen,7,5,FWD,Xăng,1.5,656.0
Toyota,2019,Hà Nội,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.7,790.0
Toyota,2015,Vĩnh Phúc,Cũ,150000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Đen,5,4,FWD,Xăng,1.5,355.0
Mazda,2023,Hà Nội,Cũ,13000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,625.0
Hyundai,2012,Quảng Bình,Cũ,125000.0,Nhập khẩu,Sedan,Số tay,Xám,Nhiều màu,5,4,FWD,Xăng,1.4,235.0
Toyota,2020,Hà Nội,Cũ,100000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,8,5,AWD,Xăng,4.6,4100.0
Ford,2020,TP HCM,Cũ,35500.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,4WD,Dầu,2.0,1020.0
Ford,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,7,5,RFD,Dầu,2.0,1099.0
Ford,2021,Hà Nội,Cũ,42000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Đen,5,4,4WD,Dầu,2.0,969.0
Kia,2021,Đà Nẵng,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.4,365.0
Honda,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,540.0
Hyundai,2021,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Dầu,2.2,1100.0
Audi,2013,Hà Nội,Cũ,10000.0,Nhập khẩu,Crossover,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,590.0
BMW,2018,Hà Nội,Cũ,40000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,2.0,1990.0
Peugeot,2022,Nghệ An,Cũ,29000.0,Lắp ráp trong nước,Crossover,Số tự động,Vàng,Cam,5,5,FWD,Xăng,1.6,880.0
Honda,2019,Bình Thuận,Cũ,57000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.5,420.0
Ford,2007,Gia Lai,Cũ,120000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Kem,7,5,RFD,Dầu,2.5,210.0
Hyundai,2010,Hà Nội,Cũ,120000.0,Nhập khẩu,Hatchback,Số tay,Bạc,Nhiều màu,5,5,FWD,Xăng,1.1,119.0
Lexus,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,3.4,8800.0
Kia,2018,Hà Nội,Cũ,49000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Vàng,5,4,FWD,Xăng,1.6,390.0
Chevrolet,2014,Quảng Bình,Cũ,120.0,Lắp ráp trong nước,Sedan,Số tay,Vàng,Đen,5,4,FWD,Xăng,1.6,220.0
Toyota,2013,Tuyên Quang,Cũ,105000.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Ghi,5,4,FWD,Xăng,1.5,275.0
Mercedes Benz,2022,TP HCM,Cũ,14000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,2090.0
Kia,2023,Hà Nội,Cũ,9000.0,Lắp ráp trong nước,Crossover,Số tự động,Hồng,Đen,5,5,FWD,Xăng,1.5,582.0
Kia,2014,Hà Nội,Cũ,50000.0,Nhập khẩu,Van/Minivan,Số tự động,Cát,Xám,2,5,FWD,Xăng,1.0,195.0
Toyota,2017,Nam Định,Cũ,85000.0,Lắp ráp trong nước,Sedan,Số tự động,Vàng,Kem,5,4,FWD,Xăng,2.0,619.0
Lexus,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,Van/Minivan,Số tự động,Đen,Đen,4,5,AWD,Hybrid,2.5,5950.0
Toyota,2021,Hà Nội,Cũ,41000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.8,780.0
VinFast,2022,Thái Nguyên,Cũ,39000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,660.0
Kia,2017,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,2.0,435.0
Mazda,2023,Hà Nội,Cũ,13000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,625.0
Toyota,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,545.0
Toyota,2015,Hà Nội,Cũ,130000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,7,5,RFD,Xăng,2.7,503.0
Nissan,2019,TP HCM,Cũ,55000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Kem,5,4,RFD,Dầu,2.5,470.0
BMW,2020,Hà Nội,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,3.0,4350.0
Toyota,2021,Hà Nội,Cũ,45000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,FWD,Hybrid,1.8,820.0
Hyundai,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Dầu,2.0,895.0
Mazda,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,430.0
Chevrolet,2011,Phú Thọ,Cũ,200000.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Ghi,2,5,FWD,Xăng,0.8,59.0
Toyota,2022,Hà Nội,Cũ,27000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.5,1195.0
Ford,2012,Hà Nội,Cũ,120000.0,Lắp ráp trong nước,SUV,Số tự động,Cát,Kem,7,5,RFD,Dầu,2.5,348.0
Mercedes Benz,2019,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Kem,5,4,RFD,Xăng,3.0,2599.0
Toyota,2022,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,485.0
Mazda,2018,Hà Nội,Cũ,68000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.5,465.0
Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,2.3,1979.0
Kia,2023,Hà Nội,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Vàng,8,5,FWD,Dầu,2.2,1299.0
Mercedes Benz,2023,TP HCM,Cũ,800.0,Nhập khẩu,Sedan,Số tự động,Xanh,Đen,5,4,AWD,Xăng,3.0,5199.0
Kia,2020,TP HCM,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Màu khác,7,5,FWD,Xăng,2.4,695.0
Toyota,2017,Thái Nguyên,Cũ,170000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nhiều màu,8,5,RFD,Xăng,2.0,420.0
Toyota,2011,Hà Nội,Cũ,620000.0,Nhập khẩu,SUV,Số tự động,Vàng,Kem,7,5,FWD,Xăng,2.7,688.0
Toyota,2017,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.5,720.0
Mercedes Benz,2009,Hà Nội,Cũ,99999.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Đen,5,4,RFD,Xăng,1.8,358.0
Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,7,5,4WD,Dầu,2.0,1408.0
Ford,2022,Quảng Ninh,Cũ,35000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,4WD,Dầu,2.0,1355.0
Toyota,2016,Hà Nội,Cũ,64000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,RFD,Xăng,2.7,574.0
Lexus,2015,Hà Nội,Cũ,120000.0,Nhập khẩu,SUV,Số tự động,Cát,Nâu,5,5,AWD,Xăng,3.5,2090.0
Mazda,2017,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,375.0
MG,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Vàng,Đen,5,4,FWD,Xăng,1.5,520.0
Mercedes Benz,2022,TP HCM,Cũ,21000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,AWD,Xăng,3.0,4369.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,AWD,Xăng,1.6,900.0
Hyundai,2022,Hà Nội,Cũ,28000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.25,395.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.5,1138.0
Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xám,Nâu,5,5,AWD,Xăng,2.4,3430.0
Volkswagen,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.0,2168.0
Kia,2018,Bắc Giang,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,2.0,578.0
Mercedes Benz,2020,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,RFD,Xăng,1.5,899.0
Mini,2020,Hà Nội,Cũ,27350.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,1090.0
Mercedes Benz,2020,Hà Nội,Cũ,54706.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,2.0,1110.0
Volkswagen,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,2.0,1699.0
Kia,2021,Hà Nội,Cũ,36000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,AWD,Dầu,2.2,1020.0
Lexus,2009,Hà Nội,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đỏ,4,5,AWD,Xăng,4.6,1290.0
Hyundai,2019,Đà Nẵng,Cũ,80000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5,4,FWD,Xăng,1.4,330.0
Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,572.0
Toyota,2018,Hà Nội,Cũ,98000.0,Lắp ráp trong nước,Crossover,Số tự động,Bạc,Nâu,8,5,RFD,Xăng,2.0,585.0
Ford,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Bạc,5,5,FWD,Xăng,1.5,799.0
Kia,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Màu khác,7,5,FWD,Dầu,2.2,1409.0
Kia,2019,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,1.6,499.0
Ford,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Xám,Đen,5,4,RFD,Dầu,2.0,707.0
Mazda,2020,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,585.0
Mercedes Benz,2020,Hà Nội,Cũ,39000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,3.0,3050.0
BMW,2010,Hà Nội,Cũ,88368.0,Nhập khẩu,SUV,Số tự động,Đồng,Vàng,5,5,AWD,Dầu,3.0,668.0
Audi,2016,Hà Nội,Cũ,71000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,1.8,780.0
Kia,2022,Đà Nẵng,Cũ,30000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đỏ,Nâu,7,5,FWD,Xăng,3.5,1450.0
Honda,2023,Bình Dương,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,876.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Xám,Đen,5,4,4WD,Dầu,2.0,895.0
Hyundai,2020,Hà Nội,Cũ,55000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.6,502.0
Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,834.0
Mitsubishi,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,RFD,Dầu,2.4,1015.0
Bentley,2015,TP HCM,Cũ,27000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Vàng,4,4,RFD,Xăng,4.0,5879.0
LandRover,2015,Hà Nội,Cũ,35000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,AWD,Hybrid,3.0,4100.0
Hyundai,2024,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,628.0
Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Bạc,Nâu,7,5,FWD,Hybrid,2.0,990.0
Mercedes Benz,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nhiều màu,5,5,AWD,Xăng,2.0,2799.0
Mazda,2022,TP HCM,Cũ,24000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,5,5,FWD,Xăng,2.0,820.0
Mazda,2022,Hà Nội,Cũ,28000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,5,5,FWD,Xăng,2.0,818.0
Mercedes Benz,2022,Nghệ An,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,4,5,AWD,Xăng,3.0,8799.0
Hyundai,2023,Vĩnh Phúc,Cũ,28000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Ghi,5,4,FWD,Xăng,1.4,510.0
Hyundai,2022,Phú Thọ,Cũ,22000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,615.0
Toyota,2010,Quảng Ninh,Cũ,179000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.4,395.0
Mercedes Benz,2018,Hà Nội,Cũ,45.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,880.0
Hyundai,2021,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Kem,5,5,FWD,Xăng,2.0,755.0
Mercedes Benz,2021,TP HCM,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Xăng,1.3,1378.0
Mercedes Benz,2022,TP HCM,Cũ,50.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,7,5,AWD,Xăng,2.0,2579.0
Honda,2021,Hà Nội,Cũ,30000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.8,635.0
Mazda,2017,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,2.0,520.0
BMW,2018,Hà Nội,Cũ,45000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,3.0,2890.0
Honda,2019,Hà Nội,Cũ,63000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.5,445.0
Lexus,2018,TP HCM,Cũ,59999.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,2.5,1679.0
Kia,2022,Bình Dương,Cũ,27000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Nhiều màu,5,5,FWD,Xăng,1.25,379.0
Hyundai,2022,Hà Nội,Cũ,10000.0,Nhập khẩu,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.5,655.0
Mercedes Benz,2022,TP HCM,Cũ,2345.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,RFD,Xăng,3.0,4578.0
Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.0,1230.0
Hyundai,2022,TP HCM,Cũ,30000.0,Nhập khẩu,Van/Minivan,Số tự động,Đỏ,Đen,6,5,FWD,Xăng,1.5,589.0
Kia,2021,TP HCM,Cũ,45000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xám,Kem,7,5,FWD,Dầu,2.2,975.0
Hyundai,2021,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5,5,FWD,Xăng,2.0,775.0
Ford,2018,Hà Nội,Cũ,12000.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Kem,16,4,RFD,Dầu,2.4,505.0
Toyota,2012,Hà Nội,Cũ,99000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.0,399.0
Porsche,2017,TP HCM,Cũ,54000.0,Nhập khẩu,Sedan,Số tự động,Xanh,Nâu,4,4,RFD,Xăng,3.0,3123.0
Toyota,2021,Hà Nội,Cũ,27000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,1040.0
