Tên hãng xe,Năm sản xuất,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
Toyota,2019,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Đen,8,5,RFD,Xăng,2.0,655.0
Hyundai,2021,Hà Nội,Cũ,28000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,2.0,550.0
Mercedes Benz,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,2.0,2617.0
Mercedes Benz,2020,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,3.0,3050.0
Mitsubishi,2019,Hà Nội,Cũ,58000.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,7,5,FWD,Xăng,2.0,640.0
Volkswagen,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nhiều màu,5,5,AWD,Xăng,2.0,2168.0
Toyota,2003,Vĩnh Phúc,Cũ,100000.0,Lắp ráp trong nước,Sedan,Số tay,Xanh,Ghi,5,4,FWD,Xăng,1.5,120.0
Ford,2022,Hà Nội,Cũ,10000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.0,1260.0
Toyota,2018,TP HCM,Cũ,47341.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.7,790.0
BMW,2022,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Nâu,5,4,RFD,Xăng,2.0,2129.0
Toyota,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,7,5,FWD,Xăng,1.5,618.0
Hyundai,2011,Khánh Hòa,Cũ,82000.0,Nhập khẩu,Coupe,Số tự động,Vàng,Nâu,4,2,RFD,Xăng,2.0,358.0
Hyundai,2017,Hà Nội,Cũ,72000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,4WD,Xăng,2.4,683.0
Mercedes Benz,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,3.0,4909.0
Kia,2020,Khánh Hòa,Cũ,92000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.6,460.0
Ford,2023,TP HCM,Cũ,6000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Dầu,2.0,1238.0
Mazda,2024,Hải Phòng,Mới,0.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,517.0
Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,4WD,Dầu,2.0,1350.0
Chevrolet,2009,TP HCM,Cũ,79500.0,Lắp ráp trong nước,Hatchback,Số tự động,Vàng,Xám,5,5,FWD,Xăng,0.8,125.0
Mitsubishi,2022,Đà Nẵng,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,555.0
Hyundai,2021,Vĩnh Phúc,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Nhiều màu,5,4,FWD,Xăng,1.4,400.0
Mercedes Benz,2018,Hà Nội,Cũ,59000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,1139.0
Lexus,2016,Hà Nội,Cũ,130000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,5.7,4880.0
Ford,2019,Hà Nội,Cũ,70000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,4WD,Dầu,2.0,915.0
Mitsubishi,2021,TP HCM,Cũ,51000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,579.0
Toyota,2017,TP HCM,Cũ,58000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.5,690.0
MG,2023,Hà Nội,Cũ,173.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,585.0
Toyota,2019,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5,4,FWD,Xăng,1.5,439.0
Toyota,2017,Hà Nội,Cũ,130000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Cát,5,4,FWD,Xăng,1.5,370.0
Kia,2015,Phú Thọ,Cũ,12000.0,Nhập khẩu,Sedan,Số tay,Bạc,Nâu,5,4,FWD,Xăng,1.4,235.0
Mercedes Benz,2016,Hà Nội,Cũ,86000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,945.0
Kia,2013,Bình Dương,Cũ,76666.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đỏ,5,5,FWD,Xăng,1.4,315.0
Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.4,4286.0
Honda,2017,Hà Nội,Cũ,61000.0,Nhập khẩu,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.5,510.0
Kia,2018,Thái Nguyên,Cũ,66000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,1.25,297.0
Toyota,2020,TP HCM,Cũ,80.0,Lắp ráp trong nước,Crossover,Số tay,Đồng,Nâu,8,5,RFD,Xăng,2.0,575.0
Mitsubishi,2017,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,SUV,Số tay,Vàng,Ghi,7,5,RFD,Dầu,2.5,469.0
Nissan,2012,Hà Tĩnh,Cũ,120000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Xám,Ghi,5,4,4WD,Dầu,2.5,258.0
Toyota,2019,TP HCM,Cũ,122946.0,Lắp ráp trong nước,Crossover,Số tay,Xám,Nâu,8,5,RFD,Xăng,2.0,580.0
VinFast,2021,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.0,699.0
Kia,2020,Hà Nội,Cũ,78000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Ghi,5,4,FWD,Xăng,1.4,352.0
Nissan,2016,Hà Nội,Cũ,77777.0,Lắp ráp trong nước,SUV,Số tự động,Đồng,Đen,7,5,FWD,Xăng,2.0,499.0
Toyota,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,610.0
MG,2024,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,560.0
Toyota,2012,Hà Nội,Cũ,110000.0,Lắp ráp trong nước,SUV,Số tự động,Ghi,Kem,7,5,RFD,Xăng,2.7,418.0
Hyundai,2022,Hải Phòng,Cũ,20000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,829.0
Mazda,2019,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,495.0
Hyundai,2022,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.6,545.0
Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.4,435.0
Kia,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Vàng,Đen,6,5,FWD,Xăng,1.4,774.0
Mazda,2020,Hưng Yên,Cũ,45000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7,5,FWD,Xăng,2.5,785.0
BMW,2021,Hưng Yên,Cũ,40000.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,RFD,Xăng,2.0,1190.0
Toyota,2020,Hà Nội,Cũ,50000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,RFD,Dầu,2.4,640.0
Toyota,2019,Hà Nội,Cũ,82000.0,Lắp ráp trong nước,Sedan,Số tay,Vàng,Kem,5,4,FWD,Xăng,1.5,345.0
VinFast,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Đen,5,5,AWD,Điện,0.2,1090.0
Mercedes Benz,2023,Nghệ An,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,2299.0
MG,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Xám,Đen,5,4,FWD,Xăng,1.5,540.0
Toyota,2021,Hà Nội,Cũ,51000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Bạc,7,5,RFD,Dầu,2.4,955.0
Toyota,2022,TP HCM,Cũ,10329.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.8,720.0
Kia,2019,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,2.0,515.0
LandRover,2015,Hà Nội,Cũ,56000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,AWD,Hybrid,3.0,4100.0
Toyota,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,3.4,4286.0
Mitsubishi,2022,Bình Dương,Cũ,45000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7,5,FWD,Xăng,1.5,565.0
Ford,2024,Bình Dương,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,RFD,Dầu,2.0,1306.0
Mercedes Benz,2022,TP HCM,Cũ,9000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,2.0,2158.0
Hyundai,2021,Hà Nội,Cũ,38000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7,5,AWD,Dầu,2.2,1125.0
Toyota,2018,Quảng Nam,Cũ,73000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nâu,8,5,RFD,Xăng,2.0,450.0
Mazda,2020,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Ghi,5,5,FWD,Xăng,1.5,570.0
Toyota,2015,Hà Nội,Cũ,79000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5,4,FWD,Xăng,2.0,545.0
Mercedes Benz,2022,Hà Nội,Cũ,10000.0,Nhập khẩu,SUV,Số tự động,Vàng,Đỏ,5,5,AWD,Xăng,4.0,11499.0
Chevrolet,2010,Đăk Lăk,Cũ,136000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Kem,7,5,FWD,Xăng,2.4,230.0
Mazda,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,499.0
Lexus,2013,Hà Nội,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Vàng,Kem,5,5,AWD,Xăng,3.5,1390.0
Mini,2022,Hà Nội,Mới,0.0,Nhập khẩu,Hatchback,Số tự động,Xanh,Nâu,5,5,FWD,Xăng,2.0,2319.0
Toyota,2021,TP HCM,Cũ,52000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.4,975.0
Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,609.0
Mercedes Benz,2023,Nghệ An,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Nâu,5,5,AWD,Xăng,2.0,2799.0
Jeep,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Vàng,Đen,5,5,4WD,Xăng,2.0,3868.0
Ford,2021,Hà Nội,Cũ,26000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Đen,5,4,RFD,Dầu,2.2,588.0
Toyota,2009,Ninh Bình,Cũ,10000000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Kem,7,5,RFD,Dầu,2.5,390.0
Toyota,2021,TP HCM,Cũ,59000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.0,765.0
Mercedes Benz,2022,Hà Nội,Cũ,29000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,3.0,4589.0
Mercedes Benz,2015,TP HCM,Cũ,17000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,4,4,RFD,Xăng,6.0,6200.0
Mercedes Benz,2021,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,AWD,Xăng,2.0,1799.0
Toyota,2019,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,1.8,555.0
Mazda,2020,Hà Nội,Cũ,29000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,FWD,Xăng,2.5,845.0
Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,3.4,4286.0
BMW,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,RFD,Xăng,2.0,1795.0
Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,4,5,AWD,Xăng,3.4,9610.0
Ford,2022,TP HCM,Cũ,70000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,RFD,Dầu,2.0,1100.0
Kia,2024,Bắc Ninh,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,679.0
Honda,2024,Vĩnh Phúc,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,7,5,AWD,Xăng,1.5,1310.0
Mercedes Benz,2018,TP HCM,Cũ,41000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,1279.0
LandRover,2013,Hà Nội,Cũ,93000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,4,5,AWD,Xăng,5.0,2680.0
Toyota,2010,Hải Phòng,Cũ,50000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,2.4,465.0
Mazda,2019,Hà Nội,Cũ,73000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,498.0
MG,2023,Hà Nội,Cũ,7000.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,490.0
Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Vàng,Kem,4,5,FWD,Hybrid,2.4,8710.0
VinFast,2020,Hà Nội,Cũ,16000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.4,345.0
Hyundai,2019,Bắc Giang,Cũ,6.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Vàng,5,4,FWD,Xăng,1.4,320.0
Ford,2011,TP HCM,Cũ,130000.0,Lắp ráp trong nước,Sedan,Số tay,Ghi,Kem,5,4,FWD,Xăng,1.8,195.0
Ford,2015,Hà Nội,Cũ,15112.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đỏ,Đen,5,4,RFD,Dầu,2.2,395.0
Toyota,2022,Hà Nội,Cũ,10000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,1145.0
MG,2023,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,538.0
Hyundai,2018,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,2.0,460.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,FWD,Xăng,2.5,1055.0
Mercedes Benz,2008,Hà Nội,Cũ,129000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,1.8,246.0
Mercedes Benz,2021,TP HCM,Cũ,32000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,1679.0
Ford,2019,Hải Phòng,Cũ,100000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,RFD,Dầu,2.2,539.0
LandRover,2015,Hà Nội,Cũ,90000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,4,5,AWD,Xăng,5.0,3090.0
Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Vàng,Đen,5,5,FWD,Xăng,1.0,498.0
Lexus,2016,Hà Nội,Cũ,57000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.5,1300.0
Ford,2024,Ninh Thuận,Mới,0.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7,5,RFD,Dầu,2.0,1140.0
Mercedes Benz,2019,TP HCM,Cũ,67000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Nâu,5,5,AWD,Xăng,2.0,1250.0
Toyota,2019,TP HCM,Cũ,60000.0,Lắp ráp trong nước,Crossover,Số tay,Trắng,Nhiều màu,8,5,RFD,Xăng,2.0,540.0
Toyota,2022,Vĩnh Phúc,Cũ,14000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.0,505.0
Chevrolet,2008,Ninh Thuận,Cũ,199000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Ghi,7,5,FWD,Xăng,2.4,160.0
Mercedes Benz,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,3.0,3889.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,1.4,470.0
Ford,2020,Hà Nội,Cũ,80000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Nhiều màu,5,4,RFD,Dầu,2.2,566.0
Mazda,2020,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,750.0
Mitsubishi,2021,Hà Nội,Cũ,55000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,545.0
Mazda,2016,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,420.0
Ford,2018,Đăk Lăk,Cũ,68000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Trắng,Đen,5,4,4WD,Dầu,2.2,445.0
Kia,2022,Hà Nội,Cũ,12200.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,845.0
Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.4,700.0
Mercedes Benz,2011,Hà Nội,Cũ,140000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Đen,5,4,RFD,Xăng,3.0,375.0
Mazda,2023,Hà Nội,Cũ,3500.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,5,5,AWD,Xăng,2.5,925.0
MG,2023,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,440.0
Toyota,2014,Đà Nẵng,Cũ,115000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,4WD,Xăng,2.7,1100.0
Honda,2017,Bình Dương,Cũ,59000.0,Lắp ráp trong nước,Sedan,Số tự động,Xám,Đen,5,4,FWD,Xăng,1.5,395.0
Toyota,2013,Hà Nội,Cũ,9000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7,5,4WD,Xăng,2.7,450.0
Honda,2021,Hà Nội,Cũ,71000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,919.0
Hyundai,2011,Hà Nội,Cũ,80000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5,3,FWD,Xăng,1.6,312.0
Mercedes Benz,2020,Hà Nội,Cũ,35000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,1480.0
Mini,2022,Hà Nội,Mới,0.0,Nhập khẩu,Hatchback,Số tự động,Xanh,Nâu,4,3,FWD,Xăng,2.0,1849.0
Hyundai,2023,Hà Nội,Cũ,22000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.6,638.0
Mercedes Benz,2023,Nghệ An,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,1.5,1849.0
Toyota,2023,Hà Nội,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Kem,7,5,FWD,Xăng,2.4,4475.0
Toyota,2021,Hà Nội,Cũ,10000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,5,5,FWD,Xăng,1.8,765.0
Mercedes Benz,2023,Nghệ An,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nhiều màu,5,5,AWD,Xăng,2.0,2799.0
Mercedes Benz,2022,TP HCM,Cũ,500.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,RFD,Xăng,1.5,1599.0
BMW,2013,Hà Nội,Cũ,120000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,RFD,Xăng,2.0,615.0
VinFast,2024,Đà Nẵng,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,FWD,Điện,0.6,675.0
Toyota,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.4,4286.0
BMW,2023,Hà Nội,Cũ,40.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,AWD,Xăng,2.0,2350.0
Honda,2021,Hà Nội,Cũ,22000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,925.0
Ford,2024,Hải Dương,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Đen,5,5,FWD,Xăng,1.5,929.0
VinFast,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7,5,AWD,Điện,0.2,1685.0
Hyundai,2023,Hà Nội,Cũ,7000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.5,1199.0
Mercedes Benz,2023,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,AWD,Xăng,2.0,2429.0
Mercedes Benz,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Xanh,Nâu,5,4,AWD,Xăng,3.0,5039.0
LandRover,2021,Hà Nội,Cũ,60800.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,4,5,4WD,Xăng,3.0,4500.0
Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,4,5,AWD,Xăng,3.4,9610.0
Mazda,2010,Hà Nội,Cũ,150000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,258.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Xanh,5,5,FWD,Xăng,1.5,785.0
Mazda,2022,Hà Nội,Cũ,40000.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,585.0
Hyundai,2021,TP HCM,Cũ,94000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Màu khác,5,4,FWD,Xăng,1.4,490.0
Mazda,2014,Hà Nội,Cũ,11000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,325.0
Hyundai,2022,Hà Nội,Cũ,25000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.5,1095.0
Nissan,2018,Hà Nội,Cũ,66000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Đen,5,4,RFD,Dầu,2.5,418.0
Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,550.0
Toyota,2005,Hà Nội,Cũ,200000.0,Lắp ráp trong nước,SUV,Số tay,Kem,Xám,8,5,4WD,Xăng,4.5,455.0
Toyota,2022,Hà Nội,Cũ,21000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Hybrid,2.5,1368.0
Hyundai,2023,TP HCM,Cũ,3500.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Đen,7,5,FWD,Xăng,2.0,985.0
VinFast,2020,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.0,825.0
BMW,2022,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,4279.0
Ford,2023,TP HCM,Cũ,3000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nhiều màu,5,5,FWD,Xăng,1.5,890.0
Mercedes Benz,2021,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,RFD,Xăng,2.0,1180.0
Honda,2019,Hà Nội,Cũ,45000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,777.0
Mazda,2015,Hòa Bình,Cũ,90000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,380.0
Mercedes Benz,2018,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đỏ,5,4,RFD,Xăng,2.0,930.0
Toyota,2020,Hà Nội,Cũ,80000.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,2.5,955.0
Hyundai,2021,Hà Nội,Cũ,46000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Dầu,2.2,1120.0
Hyundai,2022,Đăk Lăk,Cũ,6000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.25,395.0
Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,2.3,1979.0
Hyundai,2024,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.5,589.0
Mazda,2021,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,585.0
Honda,2017,TP HCM,Cũ,59000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Đen,5,4,FWD,Xăng,1.5,398.0
