,Tên hãng xe,Tên dòng xe,Năm sản xuất,Giá,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích
18600,Toyota,Innova E 2.0 MT,2021.0,655000000.0,Hà Nội,Xe đã dùng,80000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nâu,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
25415,Isuzu,MU-X Limited 3.0L 4x2 AT,2016.0,555000000.0,Hà Nội,Xe đã dùng,114000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nhiều màu,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,3.0
849,Ford,Transit Van,2024.0,889000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Ghi,6.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.2
11846,Hyundai,Palisade Prestige 2.2 AT HTRAC,2024.0,1552000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,6.0,5.0,AWD - 4 bánh toàn thời gian,Dầu,2.2
20487,Toyota,Camry 2.0G,2019.0,780000000.0,TP HCM,Xe đã dùng,70000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
21030,Chevrolet,Aveo LT 1.5 MT,2014.0,166000000.0,Đồng Tháp,Xe đã dùng,160000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
14141,Honda,BR V G,2024.0,631000000.0,Đồng Nai,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
23357,Mazda,6 2.0L Premium,2018.0,560000000.0,Hà Nội,Xe đã dùng,69000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
27418,Daewoo,Lacetti EX,2011.0,155000000.0,Đà Nẵng,Xe đã dùng,160000.0,Lắp ráp trong nước,Sedan,Số tay,Vàng,Ghi,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
16975,Toyota,Innova 2.0E,2018.0,465000000.0,Hà Nội,Xe đã dùng,91000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nâu,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
16626,Toyota,Vios 1.5G,2020.0,465000000.0,Lâm Đồng,Xe đã dùng,79000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
19146,Toyota,Camry 2.5G,2016.0,590000000.0,Hà Nội,Xe đã dùng,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,-,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.5
30367,Kia,K3 Premium 2.0 AT,2022.0,635000000.0,Hà Nội,Xe đã dùng,5000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
11292,Hyundai,Accent 1.4 AT,2019.0,390000000.0,Bắc Ninh,Xe đã dùng,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Xám,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
19294,Toyota,Land Cruiser VX 4.7 V8,2008.0,1180000000.0,Hà Nội,Xe đã dùng,100000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,8.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,4.7
7142,Mercedes,Benz GLC 250 4Matic,2017.0,945000000.0,Hà Nội,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
13377,Hyundai,Creta Tiêu chuẩn 1.5 AT,2024.0,579000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
7425,Mercedes,Benz E class E250,2017.0,1079000000.0,Hà Nội,Xe đã dùng,51000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
1591,Ford,Ranger Wildtrak 3.2L 4x4 AT,2014.0,375000000.0,Hưng Yên,Xe đã dùng,132585.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đỏ,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,3.2
387,MG,ZS Luxury 1.5 AT 2WD,2024.0,500000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Crossover,Số tự động,Đen,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
15148,Toyota,Vios E CVT,2024.0,488000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
12707,Hyundai,Accent 1.4 AT,2019.0,399000000.0,Hải Phòng,Xe đã dùng,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
19532,Toyota,Prado TXL 2.7L,2011.0,829000000.0,TP HCM,Xe đã dùng,54000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.7
24282,Mazda,CX5 2.5 AT 2WD,2018.0,635000000.0,Hà Nội,Xe đã dùng,70000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.5
10232,BMW,5 Series 520i,2013.0,888000000.0,Hà Nội,Xe đã dùng,117668.0,Nhập khẩu,Sedan,Số tự động,Nâu,Đỏ,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
29163,Kia,Cerato 1.6 AT,2017.0,415000000.0,Phú Thọ,Xe đã dùng,80000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
23108,Mazda,CX 30 Premium 2.0 AT,2022.0,699000000.0,Hà Nội,Xe đã dùng,28000.0,Nhập khẩu,Crossover,Số tự động,Xanh,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
8267,Mercedes,Benz CLA class CLA 45 AMG 4Matic,2017.0,1199000000.0,TP HCM,Xe đã dùng,38400.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5.0,4.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
2241,Ford,Explorer Limited 2.3L EcoBoost,2019.0,1188000000.0,Hà Nội,Xe đã dùng,63000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.3
8046,Mercedes,Benz Maybach S680 4Matic,2023.0,16000000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,4.0,4.0,AWD - 4 bánh toàn thời gian,Xăng,6.0
18586,Toyota,Vios 1.5G,2020.0,448000000.0,TP HCM,Xe đã dùng,41000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
8789,Mercedes,Benz C class C300 AMG,2022.0,1840000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
11404,Hyundai,i10 1.2 MT Tiêu Chuẩn,2024.0,334000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.25
13781,Honda,HRV G,2024.0,699000000.0,Thái Nguyên,Xe mới,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,Ghi,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
15507,Toyota,Vios 1.5E MT,2020.0,358000000.0,Phú Thọ,Xe đã dùng,68000.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
20307,Toyota,Innova 2.0E,2019.0,510000000.0,TP HCM,Xe đã dùng,58000.0,Lắp ráp trong nước,Crossover,Số tay,Ghi,Nâu,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
19451,Toyota,Fortuner 2.4G 4x2 MT,2017.0,715000000.0,Hà Nội,Xe đã dùng,120000.0,Nhập khẩu,SUV,Số tay,Trắng,Nâu,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.4
1638,Ford,Territory Titanium X 1.5 AT,2024.0,929000000.0,Nghệ An,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
859,Ford,Ranger Wildtrak 2.0L 4x4 AT,2023.0,915000000.0,TP HCM,Xe đã dùng,3400.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.0
25009,Audi,Q7 2.0 AT,2016.0,1390000000.0,Hà Nội,Xe đã dùng,56000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
11052,Hyundai,i10 1.1 MT,2011.0,129000000.0,Vĩnh Phúc,Xe đã dùng,140874.0,Nhập khẩu,Hatchback,Số tay,Bạc,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.1
21924,Porsche,Cayenne S,2021.0,5880000000.0,Hà Nội,Xe đã dùng,19000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.9
10356,Hyundai,Custin Cao Cấp 2.0T,2023.0,930000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
2762,Ford,Ranger Wildtrak 3.2L 4x4 AT,2017.0,569000000.0,Hà Nội,Xe đã dùng,76000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Nhiều màu,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,3.2
24538,Mazda,3 1.5 AT,2015.0,360000000.0,Hà Nội,Xe đã dùng,90000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
6124,VinFast,VF8 Plus,2023.0,1346000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Kem,5.0,5.0,AWD - 4 bánh toàn thời gian,Điện,0.2
22748,Mazda,CX8 Premium,2020.0,865000000.0,Hà Nội,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.5
25679,Lexus,ES 250,2019.0,1830000000.0,Hà Nội,Xe đã dùng,22999.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.5
29277,Kia,Sedona 3.3 GAT Premium,2019.0,759000000.0,Hà Nội,Xe đã dùng,62000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Nâu,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,3.3
18520,Toyota,Innova V,2008.0,255000000.0,Hà Nội,Xe đã dùng,150000.0,Lắp ráp trong nước,Crossover,Số tự động,Ghi,Kem,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
16953,Toyota,Innova 2.0G,2014.0,365000000.0,Hưng Yên,Xe đã dùng,90000.0,Lắp ráp trong nước,Crossover,Số tự động,Cát,Kem,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
19841,Toyota,Veloz Cross 1.5 CVT,2022.0,600000000.0,TP HCM,Xe đã dùng,60000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
9223,Mercedes,Benz GLB 200 AMG,2022.0,1658000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Xăng,1.3
27547,Mini,Cooper Convertible S,2023.0,2429000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Xanh,Vàng,5.0,2.0,FWD - Dẫn động cầu trước,Xăng,2.0
49,Nissan,Sunny XV Premium S,2018.0,345000000.0,Bình Dương,Xe đã dùng,68000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
12611,Hyundai,Accent 1.4 MT Base,2019.0,325000000.0,Thanh Hóa,Xe đã dùng,60000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
20911,Toyota,Vios 1.5E MT,2019.0,365000000.0,Nghệ An,Xe đã dùng,128888.0,Lắp ráp trong nước,Sedan,Số tay,Cát,Bạc,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
28022,Kia,Sedona 2.2L DATH,2017.0,729000000.0,Hà Nội,Xe đã dùng,95000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Nâu,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.2
16454,Toyota,Prado VX 2.7L,2019.0,1999000000.0,Hà Nội,Xe đã dùng,122000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.7
13103,Hyundai,Accent 1.4 MT,2018.0,340000000.0,Ninh Bình,Xe đã dùng,11000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
7676,Mercedes,Benz C class C300 AMG,2016.0,795000000.0,Hà Nội,Xe đã dùng,78000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Trắng,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
26880,Volkswagen,T-Cross Luxury 1.0 AT,2024.0,999000000.0,Nghệ An,Xe mới,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,Nhiều màu,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.0
30224,Kia,Carens CRDi 2.0 AT,2008.0,258000000.0,Hà Nội,Xe đã dùng,190000.0,Nhập khẩu,Crossover,Số tự động,Đen,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.0
11982,Hyundai,Stargazer Tiêu chuẩn 1.5 AT,2022.0,489000000.0,Hà Nội,Xe đã dùng,49000.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
22204,LandRover,Range Rover Evoque Prestige,2012.0,668000000.0,Gia Lai,Xe đã dùng,100.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
16122,Toyota,Rush 1.5S AT,2021.0,555000000.0,TP HCM,Xe đã dùng,53000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nhiều màu,7.0,5.0,RFD - Dẫn động cầu sau,Xăng,1.5
1604,Ford,Ranger XLS 2.0L 4x2 AT,2022.0,650000000.0,Hà Nội,Xe đã dùng,30000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Xám,Xám,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.0
28401,Kia,Morning S AT,2018.0,297000000.0,Thái Nguyên,Xe đã dùng,66000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.25
5037,Mitsubishi,Jolie SS,2004.0,110000000.0,Bình Định,Xe đã dùng,200000.0,Lắp ráp trong nước,SUV,Số tay,Đen,Xám,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
26874,Volkswagen,Viloran Luxury,2024.0,2188000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Cát,Nâu,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
14811,Honda,CRV L,2018.0,765000000.0,Hà Nội,Xe đã dùng,100000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
20559,Toyota,Corolla Cross 1.8V,2021.0,799000000.0,Bắc Giang,Xe đã dùng,7300.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.8
15590,Toyota,Fortuner TRD Sportivo 4x2 AT,2015.0,495000000.0,Hà Nội,Xe đã dùng,120000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.7
15906,Toyota,Prado VX 2.7L,2019.0,2150000000.0,Hà Nội,Xe đã dùng,61000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.7
12343,Hyundai,Creta Tiêu chuẩn 1.5 AT,2024.0,579000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
17629,Toyota,Vios 1.5G,2019.0,425000000.0,Hà Nội,Xe đã dùng,85000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
8123,Mercedes,Benz S class S450 4Matic Luxury,2023.0,5379000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5.0,4.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
17921,Toyota,Corolla altis 1.8G AT,2009.0,315000000.0,Thanh Hóa,Xe đã dùng,100000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.8
11653,Hyundai,Creta Đặc biệt 1.5 AT,2022.0,645000000.0,Hà Nội,Xe đã dùng,18000.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
5766,VinFast,VF9 Plus,2024.0,1491000000.0,Quảng Ninh,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Ghi,Nâu,6.0,5.0,AWD - 4 bánh toàn thời gian,Điện,0.2
25280,Peugeot,Traveller Premium,2023.0,1589000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Ghi,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.0
10777,Hyundai,SantaFe Premium 2.2L HTRAC,2020.0,935000000.0,Hà Nội,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Dầu,2.2
28366,Kia,Morning Luxury,2019.0,326000000.0,Hà Nội,Xe đã dùng,28000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.25
28209,Kia,Sedona 2.2 DAT Luxury,2019.0,868000000.0,Hà Nội,Xe đã dùng,62000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.2
29657,Kia,Cerato 1.6 MT,2020.0,425000000.0,Vĩnh Phúc,Xe đã dùng,55000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
4588,Mitsubishi,Outlander 2.0 CVT Premium,2018.0,630000000.0,Thái Bình,Xe đã dùng,31568.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
21201,Chevrolet,Captiva LT 2.4 MT,2008.0,165000000.0,Đồng Nai,Xe đã dùng,110000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.4
24495,Mazda,BT50 Deluxe 2.2L 4x2 AT,2019.0,465000000.0,TP HCM,Xe đã dùng,70000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.2
28779,Kia,Cerato 1.6 MT,2020.0,435000000.0,Hà Nội,Xe đã dùng,64000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
17076,Toyota,Innova E 2.0 MT,2020.0,599000000.0,Bình Dương,Xe đã dùng,99000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nâu,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
4766,Mitsubishi,Xpander Premium 1.5 AT,2022.0,625000000.0,Hà Nội,Xe đã dùng,15000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
19165,Toyota,Innova Cross 2.0 CVT,2024.0,810000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,8.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
29537,Kia,Sedona 2.2 DAT Luxury,2020.0,905000000.0,TP HCM,Xe đã dùng,57000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đỏ,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.2
11301,Hyundai,SantaFe SLX,2009.0,385000000.0,Hà Nội,Xe đã dùng,140000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.0
29938,Kia,Morning SX 1.1 MT Sport,2011.0,102000000.0,Bà Rịa Vũng Tàu,Xe đã dùng,160000.0,Lắp ráp trong nước,Hatchback,Số tay,Bạc,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.1
25573,Lexus,RX 350 Premium,2024.0,3430000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.4
13756,Hyundai,Tucson 2.0 AT Đặc biệt,2023.0,855000000.0,Hà Nội,Xe đã dùng,8000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
6960,Mercedes,Benz C class C300 AMG,2017.0,896000000.0,TP HCM,Xe đã dùng,65000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
6437,Mercedes,Benz C class C300 AMG,2022.0,2039000000.0,TP HCM,Xe đã dùng,500.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
15932,Toyota,Vios 1.5E,2010.0,229000000.0,Hải Phòng,Xe đã dùng,117000.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
17170,Toyota,Land Cruiser 4.6 V8,2020.0,4100000000.0,Hà Nội,Xe đã dùng,100000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,8.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,4.6
10075,BMW,X6 xDrive35i,2009.0,390000000.0,TP HCM,Xe đã dùng,98000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
24306,Mazda,CX5 Deluxe 2.0 AT,2021.0,695000000.0,TP HCM,Xe đã dùng,11000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
2912,Ford,Territory Titanium 1.5 AT,2024.0,889000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Màu khác,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
163,Nissan,Navara VL Premium R,2017.0,490000000.0,TP HCM,Xe đã dùng,116000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Kem,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.5
2844,Ford,Territory Titanium X 1.5 AT,2023.0,896000000.0,Bình Dương,Xe đã dùng,20000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
7555,Mercedes,Benz GLC 300 4Matic,2023.0,2799000000.0,Nghệ An,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
17378,Toyota,Corolla Cross 1.8V,2022.0,769000000.0,Hà Nội,Xe đã dùng,20000.0,Nhập khẩu,SUV,Số tự động,Ghi,Đỏ,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.8
20348,Toyota,Fortuner 2.7V 4X2 AT,2016.0,575000000.0,TP HCM,Xe đã dùng,88000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.7
23284,Mazda,3 1.5 AT,2018.0,470000000.0,Hà Nội,Xe đã dùng,65000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
30714,Suzuki,Grand vitara 2.0 AT,2016.0,460000000.0,Hà Nội,Xe đã dùng,90000.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.0
26394,Lexus,LX 570 Super Sport,2020.0,7500000000.0,Hà Nội,Xe đã dùng,45000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đỏ,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,5.7
8321,Mercedes,Benz GLS 450 4Matic,2024.0,5099000000.0,Quảng Ninh,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
24476,Mazda,CX5 2.0 AT,2016.0,530000000.0,TP HCM,Xe đã dùng,89000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
20035,Toyota,Fortuner 2.4G 4x2 MT,2017.0,710000000.0,Hà Nội,Xe đã dùng,100000.0,Nhập khẩu,SUV,Số tay,Nâu,Nâu,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.4
11693,Hyundai,Accent 1.4 AT,2024.0,472000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Ghi,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
20960,Toyota,Camry 2.0G,2020.0,825000000.0,Hà Nội,Xe đã dùng,38000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
13779,Honda,CRV L,2023.0,1054000000.0,Thái Nguyên,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
